doc_id,customer_id,age,education,job,balance,duration,complaint,support_response,converted
3623,CUST0376,31,primary,blue-collar,380.81,117,Can I have more than one savings account at your bank?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
3624,CUST0313,50,secondary,admin.,-144.35,215,What is the minimum balance requirement for a premium savings account?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
3625,CUST0570,36,secondary,management,6653.08,642,I pre-paid part of my loan but the outstanding balance in the app has not been updated.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3626,CUST0695,47,secondary,unknown,1161.39,21,My card was cloned and several fraudulent transactions appeared on my statement.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3627,CUST0329,47,tertiary,services,67306.16,131,I noticed an unknown annual fee deducted from my account. This was not mentioned when I opened the account.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
3628,CUST0666,41,secondary,student,6700.36,10,The loan repayment schedule provided at disbursement does not match the amounts being debited.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
3629,CUST0575,50,secondary,blue-collar,305.08,138,How do I register for internet banking?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
3630,CUST0692,54,tertiary,retired,6777.31,58,The transaction shows successful in the app but the recipient says they have not received the money.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
3631,CUST0437,60,secondary,self-employed,1111.85,483,The interest rate on my personal loan was increased without any written communication.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
3632,CUST0340,33,secondary,housemaid,33851.59,101,My registered mobile number and email address were changed without my authorisation.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
3633,CUST0364,45,tertiary,blue-collar,1466.4,200,Can I make a partial prepayment on my home loan without penalty?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
3634,CUST0391,29,secondary,student,10443.59,393,How do I link my account to third-party payment apps?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
3635,CUST0385,31,unknown,student,7713.72,823,The ATM swallowed my card without dispensing cash and the transaction was marked as successful.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
3636,CUST0167,50,tertiary,admin.,684.8,140,The e-statement email I should receive every month has not arrived for the last three months.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
